,Sex,Race,CompositeGrades,StandardizedTestQuartile,TimeSpentOnHomeworkInSchool,TimeSpentOnHomeworkOutOfSchool,TimeSpentOnExtracurriculars,ParentsHighestLevelEducation,Socio-economicStatusQuartile,Tutored,FathersWishes,MothersWishes,GradesUndergrad
2296,Female,White,2.5,2,1,3,3,4,4,-9,5,5,0
2297,Male,White,4.0,3,3,7,3,4,4,-9,5,5,1
2298,Female,White,4.0,4,3,2,4,5,3,-9,5,5,1
2299,Male,White,2.8,4,1,1,0,3,4,-9,5,5,1
2300,Male,White,4.0,4,1,3,3,4,3,-9,5,5,1
2301,Female,White,4.0,4,2,3,3,4,4,-9,5,5,1
2302,Female,White,3.8,4,1,2,0,2,1,-3,5,5,0
2303,Female,White,2.3,2,1,2,2,3,3,-9,7,4,0
2304,Male,White,3.3,1,1,2,0,4,3,-9,5,5,1
2305,Male,White,3.3,3,3,2,2,3,2,-9,5,5,1
2306,Male,White,4.0,4,1,4,4,5,4,-9,5,5,1
2307,Male,White,3.3,4,3,1,0,3,3,-9,3,3,1
2308,Male,White,2.3,4,1,0,0,4,4,-9,5,5,0
2309,Female,White,3.5,4,1,1,2,6,4,-9,6,6,1
2310,Male,White,3.5,4,3,4,4,5,3,-9,5,5,1
2311,Male,White,3.3,4,3,3,4,4,4,-9,5,5,1
2312,Male,White,2.5,1,1,0,0,3,3,-9,4,4,1
2313,Female,White,2.8,3,1,1,2,4,3,-9,5,5,1
2314,Female,White,2.5,4,1,2,4,3,4,-9,5,5,1
2315,Female,White,3.5,3,5,2,1,3,2,-9,7,6,1
2316,Male,White,1.6,1,3,3,98,2,3,-9,98,98,1
2317,Male,Black,2.5,3,1,0,0,2,3,-9,6,6,1
2318,Female,White,2.5,3,1,3,1,4,4,-3,6,6,1
2319,Male,White,3.5,4,2,2,1,3,1,-9,1,1,1
2320,Male,White,3.3,2,1,1,4,3,3,-9,6,5,1
2321,Male,White,3.5,2,2,3,4,1,2,-9,6,6,0
2322,Male,White,3.8,4,2,1,2,3,3,-9,5,5,0
2323,Female,White,3.5,4,3,2,1,4,4,-9,5,5,0
2324,Female,White,3.5,4,2,3,2,2,2,-9,5,5,1
2325,Male,White,4.0,3,7,7,5,4,4,-9,6,6,1
2326,Male,Black,2.0,1,1,2,2,3,3,-9,98,98,0
2327,Male,White,2.8,9,99,99,99,3,8,-9,6,6,1
2328,Female,White,2.5,1,3,2,2,2,2,-9,5,5,1
2329,Female,White,2.5,2,1,1,0,2,2,-9,4,4,0
2330,Female,White,3.0,4,2,2,0,4,3,-9,6,6,0
2331,Male,White,3.5,3,3,3,4,3,3,-9,5,5,0
2332,Female,White,9.8,1,5,7,3,2,1,-3,5,5,0
2333,Male,White,3.0,3,1,2,0,3,2,-9,5,5,0
2334,Male,White,3.0,3,1,3,5,4,3,-9,6,6,0
2335,Male,White,3.5,4,4,6,2,6,4,-9,5,5,1
2336,Male,Black,3.5,3,2,5,4,2,1,-9,4,4,0
2337,Female,White,2.5,2,3,1,1,3,4,-9,3,3,1
2338,Female,White,4.0,4,2,3,3,4,4,-9,5,5,1
2339,Male,White,3.3,4,1,1,4,3,3,-9,5,5,1
2340,Female,White,1.8,2,3,2,3,1,1,-9,98,98,1
2341,Male,Black,2.8,9,2,3,0,2,2,-3,6,6,0
2342,Female,White,3.3,3,3,3,98,3,3,-9,5,5,1
2343,Female,White,2.3,3,1,2,1,3,3,-9,7,7,1
2344,Female,Black,2.5,1,1,1,0,3,2,-9,5,5,0
2345,Female,White,4.0,3,3,2,1,5,4,-9,6,6,1
2346,Female,White,3.3,4,2,3,3,5,4,-9,6,6,1
2347,Female,White,3.0,4,3,3,0,3,3,-9,4,4,1
2348,Female,White,4.0,4,3,3,2,4,4,-9,6,6,1
2349,Female,Black,3.0,1,1,5,0,4,4,-9,6,6,0
2350,Male,White,3.0,4,1,2,1,6,4,-9,7,7,1
2351,Male,White,3.3,4,2,0,2,6,4,-9,6,6,0
2352,Male,Black,3.0,3,1,1,0,5,4,-9,5,5,1
2353,Male,Black,3.0,1,2,3,0,3,3,-9,98,5,0
2354,Male,White,4.0,4,2,3,4,5,4,-9,5,5,1
2355,Male,Black,2.8,4,1,1,0,3,2,-3,5,5,0
2356,Female,White,3.8,4,2,5,2,3,3,-9,6,6,1
2357,Male,White,2.8,4,1,4,2,4,4,-9,5,5,0
2358,Female,White,9.9,4,2,6,0,99,8,-9,99,99,1
2359,Female,White,3.5,1,1,2,0,3,2,-9,98,98,0
2360,Male,White,2.3,1,99,99,99,3,3,1,5,5,0
2361,Male,White,3.3,3,1,3,1,5,4,-9,5,5,0
2362,Male,White,2.3,2,3,5,0,3,3,-9,6,6,1
2363,Male,White,2.8,4,1,1,0,5,4,-9,6,6,1
2364,Female,Black,1.2,1,2,1,1,1,1,-9,5,5,0
2365,Male,Black,2.8,2,98,2,2,1,1,-9,6,6,1
2366,Male,White,2.4,2,5,1,0,4,3,-9,6,5,1
2367,Female,White,3.5,3,0,2,4,2,1,-9,5,5,1
2368,Male,White,3.3,4,3,3,4,3,3,-9,7,5,0
2369,Female,White,1.5,1,1,1,2,2,1,-9,7,7,0
2370,Female,White,4.0,4,2,3,2,6,4,-9,5,5,1
2371,Female,White,3.3,3,2,5,0,6,4,-9,4,4,1
2372,Female,White,4.0,3,3,5,0,3,3,-9,7,7,1
2373,Male,White,3.3,3,3,2,0,3,3,-9,5,5,1
2374,Female,Black,3.0,2,0,1,2,2,2,-9,98,5,0
2375,Female,Black,1.2,1,2,1,1,1,1,-9,5,5,0
2376,Male,White,3.3,3,3,2,2,3,3,-9,5,5,0
2377,Male,White,3.0,4,2,4,4,4,4,-9,4,4,0
2378,Female,White,3.3,2,2,1,0,3,4,-9,6,5,0
2379,Male,White,2.8,2,3,1,0,2,1,-9,6,6,1
2380,Female,White,3.3,4,2,1,1,3,2,-9,3,3,0
2381,Female,White,3.5,3,3,7,4,3,2,-9,5,5,1
2382,Male,White,3.5,3,2,1,4,3,4,-9,5,5,0
2383,Male,Black,2.5,1,2,1,98,3,2,-9,6,6,0
2384,Male,White,3.5,9,2,3,3,5,4,-9,5,5,0
2385,Male,White,2.5,1,0,2,0,3,2,-9,5,5,0
2386,Male,White,3.8,4,2,3,3,4,3,-9,5,5,0
2387,Male,Black,4.0,9,99,99,99,6,8,-9,6,5,0
2388,Female,White,2.3,2,2,1,0,3,2,-9,5,5,1
2389,Male,White,9.8,2,1,0,0,2,3,-9,5,5,1
2390,Female,White,3.3,2,1,1,2,3,2,-3,6,6,1
2391,Male,White,9.9,1,1,2,4,99,8,-9,99,99,0
2392,Male,White,3.3,3,2,1,1,3,2,-9,4,5,1
2393,Male,White,3.3,3,1,1,1,3,3,-9,5,5,1
2394,Male,White,2.5,2,6,5,2,3,3,-9,5,5,0
2395,Male,White,2.8,1,1,3,0,3,3,-9,5,5,0
2396,Female,White,3.0,2,2,3,0,3,2,-9,4,4,1
2397,Male,White,3.3,3,1,2,0,3,2,-9,5,5,0
2398,Male,White,2.1,1,2,1,1,4,4,-3,3,5,0
2399,Female,White,4.0,4,3,4,1,3,3,-9,5,5,0
2400,Female,White,2.5,2,1,2,5,4,4,-9,5,5,0
2401,Female,Black,3.0,1,1,2,1,2,1,-9,6,6,0
2402,Male,White,3.8,4,3,1,3,3,3,-9,5,5,0
2403,Male,White,3.3,3,0,7,1,2,3,-9,4,7,1
2404,Male,White,4.0,4,3,4,2,5,4,-9,6,6,1
2405,Female,White,2.8,3,98,5,4,3,2,-9,5,6,0
2406,Male,White,3.8,4,2,2,3,5,4,-9,5,4,1
2407,Female,White,3.0,2,1,1,2,3,3,-9,6,6,1
2408,Male,White,3.5,4,5,6,0,3,2,-9,7,7,1
2409,Female,White,3.8,3,3,2,2,4,3,-9,6,6,0
2410,Male,White,3.5,2,2,1,0,4,2,-9,3,3,0
2411,Male,Black,3.8,4,3,6,4,3,3,-9,6,6,1
2412,Male,White,2.5,2,3,4,0,3,1,-9,4,4,0
2413,Female,White,2.5,2,1,3,1,4,4,-9,4,4,0
2414,Male,White,3.3,4,1,3,2,6,4,-9,5,5,1
2415,Female,White,4.0,4,4,5,2,2,2,-9,5,5,0
2416,Female,White,4.0,4,2,2,3,6,4,-9,6,6,0
2417,Male,White,4.0,4,2,4,2,3,3,-9,98,6,1
2418,Female,White,1.5,9,99,99,99,3,8,-9,7,2,0
2419,Female,White,3.3,3,2,2,2,2,2,-9,2,2,1
2420,Female,White,4.0,4,3,6,2,6,4,-9,6,6,1
2421,Male,White,2.5,1,0,2,2,2,2,-9,4,4,0
2422,Male,White,4.0,4,3,1,3,5,4,-9,5,5,1
2423,Female,White,2.5,4,2,3,0,3,3,-9,6,5,0
2424,Male,White,2.5,3,1,2,0,3,4,-9,98,5,0
2425,Male,Black,2.6,3,1,1,4,3,3,-9,5,5,0
2426,Female,White,3.8,3,3,4,4,6,4,-9,6,98,1
2427,Male,White,2.5,9,99,99,99,2,8,-9,98,98,0
2428,Female,White,2.5,1,3,2,2,3,2,-9,5,5,0
2429,Male,White,4.0,4,1,5,0,3,3,-9,5,5,1
2430,Male,White,3.0,2,2,0,0,2,2,-9,5,5,0
2431,Female,White,1.8,1,1,98,0,3,2,-9,6,2,0
2432,Female,White,3.8,4,3,4,0,4,3,-9,5,5,0
2433,Female,White,2.3,3,1,2,4,3,3,-9,5,5,0
2434,Male,White,3.5,2,2,5,3,3,1,-9,5,5,1
2435,Male,White,3.3,3,4,5,0,2,1,-9,1,2,1
2436,Male,White,3.3,4,4,2,0,5,4,-9,5,5,1
2437,Female,Black,3.5,3,3,6,0,3,1,-9,6,6,1
2438,Male,White,3.8,2,1,4,0,3,2,-3,5,5,1
2439,Male,Black,3.0,1,98,98,98,3,1,-9,2,5,0
2440,Male,White,9.9,3,1,2,2,99,4,-3,99,99,1
2441,Female,White,4.0,3,3,2,0,3,2,-3,5,5,0
2442,Female,White,3.5,3,1,2,1,2,2,-9,4,4,1
2443,Female,White,2.3,2,4,1,1,2,2,-9,7,3,1
2444,Male,White,3.3,4,1,3,0,4,4,-9,6,6,1
2445,Female,Black,1.8,3,1,2,0,4,4,-9,98,5,0
2446,Female,White,2.8,3,1,3,1,3,3,-9,5,5,1
2447,Female,White,3.8,3,7,7,3,2,1,-9,5,5,1
2448,Male,White,3.0,3,6,6,0,3,3,-9,5,5,1
2449,Male,White,4.0,4,4,2,4,2,2,-9,7,5,1
2450,Male,White,3.0,3,0,1,4,3,3,-9,5,5,1
2451,Male,White,2.5,1,0,2,0,3,2,-9,5,5,0
2452,Female,White,2.8,2,1,4,5,5,4,-9,5,5,1
2453,Female,White,2.5,2,96,96,1,3,3,-9,4,4,0
2454,Female,White,4.0,4,1,6,2,6,4,-9,5,5,1
2455,Male,White,4.0,4,0,5,1,4,4,-9,6,6,1
2456,Female,White,1.0,1,1,2,1,3,1,-9,6,6,0
2457,Male,White,4.0,4,2,1,1,5,4,-9,5,5,1
2458,Male,White,3.3,9,2,3,3,3,3,-9,5,5,0
2459,Female,White,2.8,4,1,3,0,6,4,-9,6,5,1
2460,Male,White,9.9,3,1,1,4,99,3,-9,99,99,1
2461,Male,White,1.8,1,3,1,0,3,3,-9,6,4,0
2462,Male,White,3.3,3,1,3,4,6,4,-9,98,98,0
2463,Female,White,3.0,4,1,1,2,6,4,-9,6,6,1
2464,Female,White,3.8,4,2,3,0,2,1,-9,6,6,1
2465,Female,White,3.8,4,1,4,1,4,4,-9,5,5,1
2466,Female,White,2.5,4,1,2,2,6,4,-3,5,5,1
2467,Male,White,3.3,3,1,1,1,3,4,-9,6,5,0
2468,Male,White,3.3,3,3,2,2,3,3,-9,5,5,0
2469,Female,White,3.0,1,1,2,4,5,4,-9,5,5,0
2470,Female,White,3.8,3,2,2,3,3,3,-9,6,6,0
2471,Male,White,2.5,3,0,1,0,4,3,-9,5,5,0
2472,Female,White,2.3,2,2,1,4,3,2,-9,4,5,0
2473,Female,Black,2.5,1,96,96,2,1,1,-9,6,6,0
2474,Female,Black,1.0,1,1,2,2,3,1,-9,3,4,1
2475,Female,White,4.0,4,3,5,3,3,3,-9,5,5,1
2476,Male,White,2.3,3,1,1,0,5,4,-9,4,4,0
2477,Female,White,3.8,4,1,1,4,4,3,-3,5,5,0
2478,Female,White,4.0,2,2,5,4,5,4,-9,5,5,0
2479,Female,White,9.9,3,2,1,4,99,3,-9,99,99,1
2480,Female,White,2.3,1,1,1,2,4,4,-9,5,5,0
2481,Male,White,3.5,3,4,6,0,3,3,-9,6,6,0
2482,Female,White,1.8,3,7,4,0,4,3,-9,4,6,1
2483,Female,Black,2.3,2,4,3,0,98,2,-9,98,98,1
2484,Male,White,2.5,3,2,2,3,4,3,-9,6,6,1
2485,Female,White,3.0,9,99,99,99,4,4,-9,6,6,1
2486,Female,Black,2.0,1,0,1,0,1,1,-9,7,4,0
2487,Male,White,3.0,2,1,1,0,3,2,-9,5,5,0
2488,Male,White,2.0,2,3,2,4,1,2,-9,2,2,1
2489,Female,White,2.0,9,0,0,0,3,3,-9,3,3,0
2490,Male,White,1.0,2,2,1,0,3,1,-9,6,6,1
2491,Female,White,2.5,1,7,5,0,3,3,-9,4,4,0
2492,Female,White,3.5,4,1,5,4,5,4,-9,5,5,1
2493,Female,White,4.0,3,1,1,0,2,1,-3,5,5,1
2494,Male,White,2.8,3,0,1,3,3,3,-9,5,7,0
2495,Female,White,3.3,3,1,2,3,3,3,-9,3,5,1
2496,Female,White,9.9,9,99,99,99,99,8,-3,99,99,1
2497,Male,Black,3.5,1,99,99,99,2,1,-9,6,6,1
2498,Male,White,3.3,3,1,2,3,4,4,-9,5,5,0
2499,Female,White,1.8,2,1,1,1,2,2,-9,5,5,0
2500,Female,White,4.0,3,1,6,4,3,2,-9,5,5,1
2501,Female,White,4.0,4,1,3,0,4,4,-9,5,5,1
2502,Female,White,2.5,2,2,5,0,2,1,-9,3,3,1
2503,Female,White,3.0,4,2,5,2,6,4,-9,5,5,1
2504,Female,White,4.0,3,2,7,0,3,3,-9,98,98,1
2505,Male,Black,2.5,9,2,3,0,3,2,-9,6,6,0
2506,Male,Black,2.3,2,1,2,1,3,3,-9,6,6,0
2507,Female,White,3.8,3,1,2,0,4,4,-9,5,5,0
2508,Male,White,2.8,1,1,2,1,4,4,-9,5,5,0
2509,Male,White,3.8,4,2,1,3,3,2,-9,6,6,1
2510,Male,White,3.0,4,7,3,2,5,4,-9,6,6,1
2511,Male,White,3.8,3,1,4,2,3,3,-9,7,7,1
2512,Female,White,3.3,4,1,3,4,5,3,-9,6,6,0
2513,Male,White,2.8,2,1,1,0,3,4,-9,6,6,1
2514,Male,White,3.3,3,1,2,1,4,4,-9,6,5,1
2515,Female,White,3.5,2,3,3,0,3,3,-9,5,5,1
2516,Male,White,2.3,1,7,2,2,2,1,-9,6,6,0
2517,Female,White,3.3,4,1,6,3,6,4,-9,6,6,1
2518,Female,Black,3.0,9,99,99,99,1,8,-9,6,6,1
2519,Male,White,2.0,2,0,1,2,3,2,-9,5,5,0
2520,Male,White,1.0,3,1,0,0,2,3,-9,98,98,0
2521,Male,White,3.0,4,5,5,3,3,3,-9,5,5,0
2522,Male,White,2.3,4,1,4,2,4,4,-9,5,5,0
2523,Male,White,2.8,4,2,3,0,4,3,-9,5,5,0
2524,Male,White,3.5,4,3,5,3,5,4,-9,6,6,1
2525,Male,White,2.4,1,1,1,0,2,2,-9,7,7,0
2526,Male,White,3.0,1,4,1,2,2,1,-9,5,5,1
2527,Female,White,3.3,2,1,2,1,3,3,-9,5,5,1
2528,Male,White,9.8,1,7,0,0,3,2,-3,7,7,0
2529,Female,Black,2.4,1,0,0,0,2,1,-9,5,5,0
2530,Female,White,2.5,3,1,2,3,3,3,-9,4,4,1
2531,Female,Black,2.0,9,99,99,99,3,8,-3,4,3,0
2532,Male,White,2.0,2,1,1,0,5,4,-9,5,5,0
2533,Female,White,9.9,4,2,3,2,99,3,-3,99,99,1
2534,Male,White,2.5,3,4,3,2,4,3,-9,6,5,0
2535,Female,Black,4.0,2,96,1,0,3,3,-9,5,5,1
2536,Male,White,9.9,1,1,0,0,99,4,-9,99,99,1
2537,Male,White,3.0,2,2,1,2,3,2,-9,5,5,0
2538,Male,White,4.0,3,2,1,2,4,4,-9,7,5,1
2539,Male,White,1.7,3,2,2,0,2,1,-9,2,2,1
2540,Female,White,3.0,2,1,3,4,3,2,-9,5,5,1
2541,Female,White,4.0,4,3,3,1,3,3,-9,6,6,1
2542,Male,Black,2.7,2,1,0,1,3,1,-9,5,5,0
2543,Male,White,9.9,4,1,1,4,99,2,-9,99,99,1
2544,Female,White,1.3,3,2,2,1,3,2,-9,3,3,1
2545,Female,Black,2.0,2,1,2,3,3,1,-9,5,6,0
2546,Male,White,4.0,3,1,3,3,5,4,-9,5,5,1
2547,Male,Black,3.8,4,2,3,2,5,1,-3,7,2,0
2548,Female,White,2.5,3,1,6,0,6,4,-9,5,5,1
2549,Female,White,2.5,3,3,1,1,2,2,-3,7,7,1
2550,Female,White,3.8,4,2,4,3,3,4,-9,6,6,1
2551,Female,White,3.0,3,2,1,2,3,3,-3,7,5,0
2552,Female,White,3.0,2,1,2,2,2,2,-9,5,5,1
2553,Female,Black,9.9,3,4,4,0,99,8,-9,99,99,1
2554,Male,White,2.0,2,2,3,0,2,1,-3,5,5,1
2555,Male,White,2.3,2,99,99,99,3,2,-9,5,5,0
2556,Male,White,9.9,2,1,1,0,99,4,-9,99,99,0
2557,Female,White,3.5,4,2,7,1,6,4,-9,5,5,1
2558,Female,White,2.8,9,1,1,0,3,3,-9,5,5,0
2559,Female,White,4.0,4,1,5,3,5,4,-9,6,6,1
2560,Male,Black,9.9,2,0,1,0,99,2,-3,99,99,0
2561,Male,White,3.0,4,2,3,4,5,4,-9,5,5,0
2562,Male,White,2.1,9,99,99,99,2,8,-3,3,3,1
2563,Male,White,3.5,2,1,98,1,4,4,-9,4,4,1
2564,Male,White,4.0,4,0,4,3,4,4,-9,5,5,1
2565,Female,White,2.3,4,1,1,0,2,2,-3,5,5,1
2566,Female,Black,2.5,1,2,1,0,1,1,-9,7,6,0
2567,Male,Black,3.3,4,0,2,0,2,1,-9,6,6,0
2568,Male,White,3.0,4,7,7,4,3,1,-9,6,6,1
2569,Female,White,3.3,4,1,1,4,6,4,-9,5,5,1
2570,Male,White,2.5,3,0,1,1,4,3,-9,5,5,1
2571,Male,White,2.3,3,4,2,4,4,3,-9,5,5,0
2572,Male,White,2.0,9,99,99,99,3,8,-9,5,5,0
2573,Female,White,4.0,4,3,6,4,3,3,-9,5,5,1
2574,Female,White,3.5,2,2,1,0,2,2,-9,2,2,1
2575,Male,White,3.0,3,1,1,3,3,2,-9,7,7,1
2576,Female,White,3.5,3,1,2,1,3,3,-9,5,5,0
2577,Male,White,2.0,3,3,2,0,3,1,-9,5,5,0
2578,Male,Black,3.5,1,0,0,4,3,1,-9,4,6,0
2579,Male,White,3.5,4,3,7,3,4,4,-9,6,6,1
2580,Female,White,3.0,3,6,3,1,2,2,-9,2,2,1
2581,Female,White,4.0,2,1,2,2,2,2,-9,6,6,1
2582,Male,White,3.3,3,6,4,4,3,4,-3,5,5,1
2583,Female,White,4.0,3,1,1,2,4,4,-9,5,5,0
2584,Male,White,3.5,3,2,1,4,3,4,-9,5,5,0
2585,Female,White,2.5,3,0,1,1,4,4,-9,5,5,0
2586,Female,White,2.5,4,3,6,4,3,3,-9,6,6,1
2587,Female,White,1.9,1,2,3,1,3,2,-9,98,98,0
2588,Male,White,3.5,3,1,1,3,3,2,-9,6,6,0
2589,Female,White,3.5,4,4,7,4,4,4,-9,5,5,1
2590,Male,White,3.5,4,3,3,3,2,1,-9,5,5,1
2591,Male,White,2.8,2,1,1,2,3,3,-9,6,6,0
2592,Male,White,2.4,1,1,1,0,2,2,-9,7,7,0
2593,Male,White,3.8,4,4,3,2,2,2,-9,6,6,1
2594,Female,White,3.3,4,2,5,3,5,4,-9,5,5,1
2595,Female,White,4.0,9,3,3,1,4,4,-9,5,5,1
2596,Female,White,2.3,1,3,3,0,2,1,-9,7,7,0
2597,Female,White,3.0,1,5,4,0,4,4,-9,5,98,0
2598,Male,White,3.0,9,4,3,5,3,3,-9,5,5,1
2599,Female,White,4.0,4,2,7,3,5,4,-9,6,6,1
2600,Female,White,2.3,2,2,3,4,3,3,-9,5,5,0
2601,Male,White,3.5,4,2,1,4,2,2,-9,5,5,0
2602,Female,White,4.0,3,3,5,2,4,3,-9,6,6,0
2603,Female,White,2.8,3,3,0,0,4,4,-3,5,5,1
2604,Female,White,2.7,2,3,3,0,2,1,-9,5,5,1
2605,Male,White,3.3,4,7,4,0,6,4,-9,6,6,1
2606,Female,Black,2.3,1,1,2,1,3,3,-3,6,6,0
2607,Female,White,3.3,3,2,2,2,3,1,-9,7,5,0
2608,Female,Black,3.0,2,0,1,2,2,2,-9,98,5,0
2609,Female,White,3.7,3,1,6,2,3,3,-9,98,98,1
2610,Male,White,3.8,4,3,3,2,5,4,-9,5,98,1
2611,Female,White,3.0,2,1,2,2,4,3,-3,5,7,1
2612,Female,White,2.5,1,2,2,1,3,3,-9,6,6,0
2613,Male,White,3.0,9,5,7,3,4,4,-9,6,6,1
2614,Male,White,2.5,1,0,2,0,3,2,-9,5,5,0
2615,Male,White,4.0,3,0,1,2,5,4,-9,5,5,0
2616,Female,White,3.0,4,1,1,1,3,3,-9,7,3,0
2617,Male,White,4.0,4,2,7,0,6,4,-9,6,5,1
2618,Female,White,1.5,9,99,99,99,2,8,-9,5,5,0
2619,Male,White,3.5,4,3,5,2,4,4,-9,5,5,1
2620,Male,White,3.0,2,0,3,4,5,4,-9,5,5,0
2621,Female,White,4.0,9,3,5,3,3,2,-9,4,4,0
2622,Male,Black,1.8,3,2,1,2,3,3,-9,5,5,0
2623,Male,White,3.5,3,2,1,4,4,4,-9,5,5,0
2624,Male,White,4.0,4,3,5,3,5,4,-9,5,5,0
2625,Female,White,3.5,4,7,5,2,4,4,-9,6,6,1
2626,Female,White,2.8,3,4,0,2,3,3,-9,4,4,0
2627,Male,Black,2.3,1,98,1,3,4,4,-9,2,5,1
2628,Female,White,3.3,3,3,3,3,4,3,-9,2,2,1
2629,Female,White,3.8,3,2,5,2,3,3,-9,6,6,0
2630,Male,White,3.0,1,4,3,1,4,4,-3,4,5,1
2631,Female,White,3.0,9,99,99,99,2,8,-9,6,5,0
2632,Male,White,2.8,4,1,1,4,2,2,-9,6,6,1
2633,Female,White,3.5,2,4,3,1,1,1,-9,5,5,1
2634,Female,Black,2.5,2,1,1,0,4,4,-9,6,5,1
2635,Female,White,2.5,3,2,1,3,4,4,-9,5,5,0
2636,Male,White,3.0,2,1,1,2,3,2,-9,6,6,1
2637,Male,White,4.0,3,4,6,4,6,4,-9,6,6,0
2638,Female,White,3.0,1,2,1,1,2,1,-3,4,4,0
2639,Male,White,2.3,4,1,0,0,4,4,-9,5,5,0
2640,Female,White,2.5,1,96,1,0,4,4,-9,6,6,1
2641,Male,White,2.5,3,3,3,0,3,3,-9,5,5,1
2642,Female,White,2.5,3,7,2,4,3,3,-9,5,5,0
2643,Female,Black,3.3,2,3,6,2,4,4,-9,5,5,1
2644,Male,White,3.5,3,1,2,0,5,4,-9,6,6,1
2645,Female,White,3.5,4,1,1,2,2,3,-9,5,5,1
2646,Female,White,2.3,4,1,1,0,2,2,-9,4,4,0
2647,Female,White,3.0,1,98,2,1,4,4,2,5,5,0
2648,Male,White,3.3,3,1,2,3,4,4,-9,5,5,0
2649,Male,Black,3.0,3,1,1,2,3,3,-9,98,98,0
2650,Male,White,2.8,4,2,1,0,2,1,-3,6,6,1
2651,Male,White,3.3,2,1,1,1,3,3,-9,3,3,1
2652,Male,White,3.0,4,1,2,3,4,4,-9,5,5,1
2653,Male,White,4.0,3,0,3,3,2,1,-3,7,6,1
2654,Female,Black,2.0,3,1,2,0,2,1,-3,7,5,0
2655,Female,White,3.0,3,1,1,2,4,3,-9,5,5,0
2656,Female,White,2.8,3,3,1,0,6,4,-3,98,98,1
2657,Female,White,2.3,4,1,1,0,2,2,-9,4,4,0
2658,Female,White,3.5,4,6,3,3,4,3,-9,6,5,1
2659,Male,White,2.5,4,2,4,0,3,2,-9,5,5,0
2660,Female,White,3.0,3,4,3,0,2,3,-9,98,98,0
2661,Male,White,3.5,2,1,3,0,3,2,-9,5,5,1
2662,Female,White,9.8,1,0,3,0,3,2,-9,98,98,1
2663,Female,White,3.0,2,3,6,0,5,4,-3,5,5,1
2664,Female,White,2.3,2,1,2,1,1,1,-9,98,98,0
2665,Female,White,3.3,3,3,6,2,2,2,-9,6,6,1
2666,Female,White,4.0,4,7,5,4,4,3,-9,5,98,1
2667,Male,Black,3.0,3,1,1,0,2,2,-9,5,5,0
2668,Male,White,2.5,4,0,2,0,2,1,-9,4,4,0
2669,Male,White,3.0,4,3,5,2,3,2,-9,98,4,0
2670,Female,White,2.8,1,2,3,3,2,2,-3,4,4,0
2671,Male,White,2.8,2,3,1,2,3,3,-9,5,5,1
2672,Male,White,9.9,3,2,5,0,99,1,-9,99,99,0
2673,Female,White,3.3,3,2,1,2,4,4,-9,5,5,0
2674,Male,Black,1.8,2,0,3,2,2,1,-9,4,4,0
2675,Male,White,3.0,4,1,1,0,4,2,-9,7,7,1
2676,Male,White,3.3,4,2,2,2,5,4,-9,6,6,0
2677,Male,White,3.3,1,2,3,0,3,2,-9,6,6,1
2678,Male,White,9.9,4,2,1,0,99,3,-9,99,99,0
2679,Female,White,3.5,4,1,2,3,4,4,-9,6,6,0
2680,Male,White,9.9,1,1,2,4,99,8,-9,99,99,0
2681,Female,Black,2.3,1,3,2,1,2,3,-3,4,4,0
2682,Male,White,1.8,3,1,2,0,1,1,-9,5,5,0
2683,Female,White,4.0,4,3,5,3,3,3,-9,6,6,1
2684,Female,White,3.5,2,1,1,1,3,2,-9,5,5,1
2685,Female,White,3.3,3,3,3,0,3,3,-9,5,7,1
2686,Male,White,2.0,1,1,0,0,4,3,-9,98,3,0
2687,Male,White,2.0,3,2,1,0,6,4,-9,5,5,1
2688,Male,White,2.3,1,1,1,4,1,1,-9,5,5,0
2689,Female,White,2.3,2,2,1,2,3,3,-9,5,5,0
2690,Female,Black,3.0,1,96,1,2,1,1,-3,5,5,0
2691,Male,White,2.5,4,3,6,0,3,3,-9,5,5,0
2692,Male,White,3.8,4,3,2,2,6,4,-9,6,6,1
2693,Male,White,2.3,2,5,2,0,6,4,-9,6,4,0
2694,Male,White,2.5,9,99,99,99,2,8,-9,3,3,1
2695,Male,Black,2.8,3,2,2,3,3,1,-9,6,6,1
2696,Female,White,3.8,4,2,5,4,6,4,-9,5,5,1
2697,Male,White,3.3,4,1,1,1,3,3,-9,5,5,0
2698,Male,White,3.5,3,1,1,3,3,2,-9,6,6,0
2699,Male,White,1.9,2,2,2,3,3,2,-9,6,6,0
2700,Male,White,1.8,1,0,2,0,4,4,-9,98,98,1
2701,Female,White,4.0,4,5,2,2,3,3,-9,6,6,1
2702,Male,White,2.5,3,0,1,0,4,3,-9,5,5,0
2703,Male,White,3.5,2,3,3,4,3,3,-9,4,4,0
2704,Male,White,3.3,3,3,6,3,3,3,-9,5,5,1
2705,Female,Black,2.3,1,1,0,0,3,1,-9,5,5,0
2706,Male,White,2.3,3,2,4,4,3,3,-9,5,5,1
2707,Male,White,2.0,3,0,2,1,3,3,-9,6,6,0
2708,Female,Black,2.8,1,98,2,0,3,2,-9,4,4,0
2709,Male,White,2.8,2,4,3,3,3,3,-9,5,5,0
2710,Female,Black,3.5,1,2,1,0,3,2,-9,4,3,0
2711,Female,White,3.8,4,3,3,3,5,4,-9,6,6,1
2712,Male,White,3.5,4,2,4,3,3,3,-9,6,6,1
2713,Female,White,3.8,4,1,1,3,3,3,-9,6,5,0
